2005;European Union (28 countries);1831265.4;4903304.13;
2005;Euro area (19 countries);1293017.8;;
2005;Belgium;59075.8;141957.11;5052
2005;Bulgaria;19754.1;55298.43;
2005;Czech Republic;45120.5;137987.47;2954
2005;Denmark;19556.2;71585.95;3586
2005;Germany;341910.4;980493.62;46555
2005;Estonia;5615.2;13498.77;587.19
2005;Ireland;15264.9;74764.87;3040.7
2005;Greece;31410.1;133679.17;4853
2005;Spain;144222.6;408425.76;25683
2005;France;276598.2;505743.27;33366
2005;Croatia;9781.6;23732.64;
2005;Italy;190081.0;547588.78;31668
2005;Cyprus;2538.6;8948.58;
2005;Latvia;4591.7;6941.58;716
2005;Lithuania;8710.9;18012.23;1287
2005;Luxembourg;4800.3;12782.14;312.76
2005;Hungary;27611.5;70360.89;4646
2005;Malta;971.9;2952.32;
2005;Netherlands;84659.2;219377.71;9769
2005;Austria;34201.1;81353.72;4731.7
2005;Poland;92223.0;353914.31;12169
2005;Portugal;27475.0;88245.81;4745.18
2005;Romania;39206.3;122335.58;
2005;Slovenia;7325.4;13307.48;988.73
2005;Slovakia;19028.7;46777.82;
2005;Finland;34536.8;39683.54;2505.8
2005;Sweden;50993.3;28543.27;4305.75
2005;United Kingdom;234000.9;695011.31;35121
2005;Iceland;3369.6;15678.4;153
2005;Norway;27169.8;1968;
2005;Montenegro;1086.1;;
2005;Former Yugoslav Republic of Macedonia the;2752.4;;
2005;Albania;2215.8;;
2005;Serbia;15701.7;;
2005;Turkey;85564.6;31351.87;
2005;Kosovo (under United Nations Security Council Resolution 1244/99);1949.9;;
2005;Moldova;3547.5;;
2005;Ukraine;142716.9;;
2006;European Union (28 countries);1839954.8;4860996.97;
2006;Euro area (19 countries);1297547.0;;
2006;Belgium;58022.2;136890.26;5115
2006;Bulgaria;20398.8;56116.28;
2006;Czech Republic;46313.1;142124.52;3039
2006;Denmark;21039.1;80462.86;3620
2006;Germany;351703.7;987631.99;46426
2006;Estonia;5483.9;11488.66;536
2006;Ireland;15610.5;75770.31;3384.6
2006;Greece;31584.7;129869.77;4927.1
2006;Spain;144436.7;400723.93;26209.19
2006;France;272681.8;491741.17;33990
2006;Croatia;9715.3;24200.23;
2006;Italy;188252.3;537183.35;32516
2006;Cyprus;2636.2;9179.75;
2006;Latvia;4764.3;6453.24;760
2006;Lithuania;8542.1;17654.37;1326
2006;Luxembourg;4723.4;12726.84;322.65
2006;Hungary;27458.8;71482.99;4711
2006;Malta;912.9;2974.61;
2006;Netherlands;83917.4;215399.79;9761
2006;Austria;34350.6;83907.23;4932.5
2006;Poland;96852.0;352698.54;12235
2006;Portugal;26193.9;73720.64;4898.08
2006;Romania;40578.7;123665.75;
2006;Slovenia;7327.7;13521.14;1036.47
2006;Slovakia;18870.3;44206.68;
2006;Finland;37532.2;44684.94;2600.1
2006;Sweden;49579.3;26057.69;4446.68
2006;United Kingdom;230472.7;688459.41;35479
2006;Iceland;4191.3;16381.22;171
2006;Norway;27582.1;2140;
2006;Montenegro;1191.3;;
2006;Former Yugoslav Republic of Macedonia the;2862.9;;
2006;Albania;2123.1;;
2006;Serbia;16711.6;;
2006;Turkey;94266.9;30081.82;
2006;Kosovo (under United Nations Security Council Resolution 1244/99);1970.6;;
2006;Moldova;3473.4;;
2006;Ukraine;137450.8;;
2007;European Union (28 countries);1810483.0;4854236.66;
2007;Euro area (19 countries);1277416.1;;
2007;Belgium;57045.7;132537.41;5243
2007;Bulgaria;20036.9;59752.02;
2007;Czech Republic;46324.4;145724.8;3025
2007;Denmark;20516.4;72711.41;3860
2007;Germany;333760.6;960301.06;47887
2007;Estonia;6145.7;13520.72;602
2007;Ireland;15946.6;74406.24;3397.7
2007;Greece;31517.6;134212.06;5001.6
2007;Spain;146284.3;406659.36;26153.99
2007;France;269877.5;482839.9;34630
2007;Croatia;10133.0;26092.44;
2007;Italy;188086.5;551818.07;32536
2007;Cyprus;2752.9;9609.72;
2007;Latvia;4886.1;7567.4;860.92
2007;Lithuania;9302.9;20668.32;1624
2007;Luxembourg;4631.1;12142.11;333.37
2007;Hungary;26825.7;69389.74;4593.5
2007;Malta;970.1;3071.34;
2007;Netherlands;83580.0;214139.74;9922
2007;Austria;33931.7;80991.21;4951.1
2007;Poland;96801.8;381590.96;12264
2007;Portugal;26175.2;67627.68;4967.27
2007;Romania;40411.5;123198.33;
